county_code,county,precinct_code,precinct,office,district,party,candidate,votes,pct
01,Aitkin,0005,AITKIN,State Representative District 10B,10B,R,DALE K. LUECK,80,100.00
01,Aitkin,0005,AITKIN,State Representative District 10B,10B,DFL,JOE RADINOVICH,119,82.07
01,Aitkin,0005,AITKIN,State Representative District 10B,10B,DFL,DAVID SCHAAF,26,17.93
01,Aitkin,0010,AITKIN TWP,State Representative District 10B,10B,R,DALE K. LUECK,34,100.00
01,Aitkin,0010,AITKIN TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,40,76.92
01,Aitkin,0010,AITKIN TWP,State Representative District 10B,10B,DFL,DAVID SCHAAF,12,23.08
01,Aitkin,0015,BALL BLUFF TWP,State Representative District 10B,10B,R,DALE K. LUECK,10,100.00
01,Aitkin,0015,BALL BLUFF TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,27,93.10
01,Aitkin,0015,BALL BLUFF TWP,State Representative District 10B,10B,DFL,DAVID SCHAAF,2,6.90
01,Aitkin,0020,BALSAM TWP,State Representative District 10B,10B,R,DALE K. LUECK,2,100.00
01,Aitkin,0020,BALSAM TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,3,33.33
01,Aitkin,0020,BALSAM TWP,State Representative District 10B,10B,DFL,DAVID SCHAAF,6,66.67
01,Aitkin,0025,BEAVER TWP,State Representative District 10B,10B,R,DALE K. LUECK,5,100.00
01,Aitkin,0025,BEAVER TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,15,75.00
01,Aitkin,0025,BEAVER TWP,State Representative District 10B,10B,DFL,DAVID SCHAAF,5,25.00
01,Aitkin,0030,CLARK TWP,State Representative District 10B,10B,R,DALE K. LUECK,4,100.00
01,Aitkin,0030,CLARK TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,11,68.75
01,Aitkin,0030,CLARK TWP,State Representative District 10B,10B,DFL,DAVID SCHAAF,5,31.25
01,Aitkin,0035,CORNISH TWP,State Representative District 10B,10B,R,DALE K. LUECK,7,100.00
01,Aitkin,0035,CORNISH TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,3,60.00
01,Aitkin,0035,CORNISH TWP,State Representative District 10B,10B,DFL,DAVID SCHAAF,2,40.00
01,Aitkin,0038,UNORG 47-24 (DAVIDSON UNORG),State Representative District 10B,10B,R,DALE K. LUECK,0,0.00
01,Aitkin,0038,UNORG 47-24 (DAVIDSON UNORG),State Representative District 10B,10B,DFL,DAVID SCHAAF,0,0.00
01,Aitkin,0038,UNORG 47-24 (DAVIDSON UNORG),State Representative District 10B,10B,DFL,JOE RADINOVICH,0,0.00
01,Aitkin,0040,FARM ISLAND TWP,State Representative District 10B,10B,R,DALE K. LUECK,45,100.00
01,Aitkin,0040,FARM ISLAND TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,66,74.16
01,Aitkin,0040,FARM ISLAND TWP,State Representative District 10B,10B,DFL,DAVID SCHAAF,23,25.84
01,Aitkin,0045,FLEMING TWP,State Representative District 10B,10B,R,DALE K. LUECK,18,100.00
01,Aitkin,0045,FLEMING TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,31,86.11
01,Aitkin,0045,FLEMING TWP,State Representative District 10B,10B,DFL,DAVID SCHAAF,5,13.89
01,Aitkin,0050,GLEN TWP,State Representative District 10B,10B,R,DALE K. LUECK,15,100.00
01,Aitkin,0050,GLEN TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,46,80.70
01,Aitkin,0050,GLEN TWP,State Representative District 10B,10B,DFL,DAVID SCHAAF,11,19.30
01,Aitkin,0055,HAUGEN TWP,State Representative District 10B,10B,R,DALE K. LUECK,8,100.00
01,Aitkin,0055,HAUGEN TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,17,89.47
01,Aitkin,0055,HAUGEN TWP,State Representative District 10B,10B,DFL,DAVID SCHAAF,2,10.53
01,Aitkin,0060,HAZELTON TWP,State Representative District 10B,10B,R,DALE K. LUECK,26,100.00
01,Aitkin,0060,HAZELTON TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,43,64.18
01,Aitkin,0060,HAZELTON TWP,State Representative District 10B,10B,DFL,DAVID SCHAAF,24,35.82
01,Aitkin,0065,HILL CITY,State Representative District 10B,10B,R,DALE K. LUECK,11,100.00
