county_code,county,precinct_code,precinct,office,district,party,candidate,votes,pct
01,Aitkin,0005,AITKIN,State Representative District 10B,10B,R,DALE K. LUECK,447,47.25
01,Aitkin,0005,AITKIN,State Representative District 10B,10B,DFL,JOE RADINOVICH,498,52.64
01,Aitkin,0005,AITKIN,State Representative District 10B,10B,WI,WRITE-IN**,1,0.11
01,Aitkin,0010,AITKIN TWP,State Representative District 10B,10B,R,DALE K. LUECK,306,60.84
01,Aitkin,0010,AITKIN TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,196,38.97
01,Aitkin,0010,AITKIN TWP,State Representative District 10B,10B,WI,WRITE-IN**,1,0.20
01,Aitkin,0015,BALL BLUFF TWP,State Representative District 10B,10B,R,DALE K. LUECK,65,38.92
01,Aitkin,0015,BALL BLUFF TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,102,61.08
01,Aitkin,0015,BALL BLUFF TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0020,BALSAM TWP,State Representative District 10B,10B,R,DALE K. LUECK,10,45.45
01,Aitkin,0020,BALSAM TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,12,54.55
01,Aitkin,0020,BALSAM TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0025,BEAVER TWP,State Representative District 10B,10B,R,DALE K. LUECK,8,18.60
01,Aitkin,0025,BEAVER TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,35,81.40
01,Aitkin,0025,BEAVER TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0030,CLARK TWP,State Representative District 10B,10B,R,DALE K. LUECK,35,37.63
01,Aitkin,0030,CLARK TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,58,62.37
01,Aitkin,0030,CLARK TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0035,CORNISH TWP,State Representative District 10B,10B,R,DALE K. LUECK,11,50.00
01,Aitkin,0035,CORNISH TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,11,50.00
01,Aitkin,0035,CORNISH TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0038,UNORG 47-24 (DAVIDSON UNORG),State Representative District 10B,10B,R,DALE K. LUECK,9,37.50
01,Aitkin,0038,UNORG 47-24 (DAVIDSON UNORG),State Representative District 10B,10B,DFL,JOE RADINOVICH,15,62.50
01,Aitkin,0038,UNORG 47-24 (DAVIDSON UNORG),State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0040,FARM ISLAND TWP,State Representative District 10B,10B,R,DALE K. LUECK,380,52.85
01,Aitkin,0040,FARM ISLAND TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,339,47.15
01,Aitkin,0040,FARM ISLAND TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0045,FLEMING TWP,State Representative District 10B,10B,R,DALE K. LUECK,104,50.98
01,Aitkin,0045,FLEMING TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,99,48.53
01,Aitkin,0045,FLEMING TWP,State Representative District 10B,10B,WI,WRITE-IN**,1,0.49
01,Aitkin,0050,GLEN TWP,State Representative District 10B,10B,R,DALE K. LUECK,151,51.19
01,Aitkin,0050,GLEN TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,144,48.81
01,Aitkin,0050,GLEN TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0055,HAUGEN TWP,State Representative District 10B,10B,R,DALE K. LUECK,48,45.28
01,Aitkin,0055,HAUGEN TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,58,54.72
01,Aitkin,0055,HAUGEN TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0060,HAZELTON TWP,State Representative District 10B,10B,R,DALE K. LUECK,240,46.97
01,Aitkin,0060,HAZELTON TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,271,53.03
01,Aitkin,0060,HAZELTON TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0065,HILL CITY,State Representative District 10B,10B,R,DALE K. LUECK,102,41.46
01,Aitkin,0065,HILL CITY,State Representative District 10B,10B,DFL,JOE RADINOVICH,143,58.13
01,Aitkin,0065,HILL CITY,State Representative District 10B,10B,WI,WRITE-IN**,1,0.41
01,Aitkin,0070,HILL LAKE TWP,State Representative District 10B,10B,R,DALE K. LUECK,91,39.74
01,Aitkin,0070,HILL LAKE TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,138,60.26
01,Aitkin,0070,HILL LAKE TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0075,IDUN TWP,State Representative District 10B,10B,R,DALE K. LUECK,50,43.48
01,Aitkin,0075,IDUN TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,65,56.52
01,Aitkin,0075,IDUN TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0080,JEVNE TWP,State Representative District 10B,10B,R,DALE K. LUECK,72,46.15
01,Aitkin,0080,JEVNE TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,84,53.85
01,Aitkin,0080,JEVNE TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0082,UNORG 45-24 (JEWETT UNORG),State Representative District 10B,10B,R,DALE K. LUECK,13,65.00
01,Aitkin,0082,UNORG 45-24 (JEWETT UNORG),State Representative District 10B,10B,DFL,JOE RADINOVICH,7,35.00
01,Aitkin,0082,UNORG 45-24 (JEWETT UNORG),State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0085,KIMBERLY TWP,State Representative District 10B,10B,R,DALE K. LUECK,63,59.43
01,Aitkin,0085,KIMBERLY TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,43,40.57
01,Aitkin,0085,KIMBERLY TWP,State Representative District 10B,10B,WI,WRITE-IN**,0,0.00
01,Aitkin,0090,LAKESIDE TWP,State Representative District 10B,10B,R,DALE K. LUECK,144,48.65
01,Aitkin,0090,LAKESIDE TWP,State Representative District 10B,10B,DFL,JOE RADINOVICH,151,51.01
01,Aitkin,0090,LAKESIDE TWP,State Representative District 10B,10B,WI,WRITE-IN**,1,0.34
01,Aitkin,0095,LEE TWP,State Representative District 10B,10B,R,DALE K. LUECK,16,53.33
