"county_code","county","office","district","party","candidate","votes","pct"
"01","Aitkin","U.S. President & Vice President","","R","Donald J. Trump and Michael R. Pence","5516","59.76"
"01","Aitkin","U.S. President & Vice President","","DFL","Hillary Clinton and Tim Kaine","3134","33.95"
"01","Aitkin","U.S. President & Vice President","","CP","Darrell Castle and Scott Bradley","22","0.24"
"01","Aitkin","U.S. President & Vice President","","LMN","Dan R. Vacek and Mark Elworth, Jr.","50","0.54"
"01","Aitkin","U.S. President & Vice President","","SWP","Alyson Kennedy and Osborne Hart","6","0.06"
"01","Aitkin","U.S. President & Vice President","","GP","Jill Stein and Howie Hawkins","67","0.73"
"01","Aitkin","U.S. President & Vice President","","ADP","""Rocky"" Roque De La Fuente and Michael Steinberg","3","0.03"
"01","Aitkin","U.S. President & Vice President","","IP","Evan McMullin and Nathan Johnson","124","1.34"
"01","Aitkin","U.S. President & Vice President","","LIB","Gary Johnson and William Weld","263","2.85"
"01","Aitkin","U.S. President & Vice President","","WI","WRITE-IN**","46","0.50"
"01","Aitkin","U.S. House","8","R","Stewart Mills","4862","53.79"
"01","Aitkin","U.S. House","8","DFL","Rick Nolan","4167","46.10"
"01","Aitkin","U.S. House","8","WI","WRITE-IN**","10","0.11"
"01","Aitkin","State Senate","10","R","Carrie Ruud","5384","61.30"
"01","Aitkin","State Senate","10","DFL","Tiffany Stenglein","3392","38.62"
"01","Aitkin","State Senate","10","WI","WRITE-IN**","7","0.08"
"01","Aitkin","State House","10B","R","Dale K Lueck","5476","60.68"
"01","Aitkin","State House","10B","DFL","Erin Wagner","3545","39.28"
"01","Aitkin","State House","10B","WI","WRITE-IN**","3","0.03"
"01","Aitkin","CONSTITUTIONAL AMENDMENT 1","","NP","YES","7142","76.66"
"01","Aitkin","CONSTITUTIONAL AMENDMENT 1","","NP","NO","1789","19.20"
"01","Aitkin","CONSTITUTIONAL AMENDMENT 1","","NP","ESTIMATED BLANKS","385","4.13"
"01","Aitkin","County Commissioner District 2","02","NP","Scott Rian","805","37.60"
"01","Aitkin","County Commissioner District 2","02","NP","Laurie Ann Westerlund","1335","62.35"
"01","Aitkin","County Commissioner District 2","02","WI","WRITE-IN**","1","0.05"
"01","Aitkin","County Commissioner District 4","04","NP","Bill Pratt","836","50.39"
"01","Aitkin","County Commissioner District 4","04","NP","Brian Napstad","818","49.31"
"01","Aitkin","County Commissioner District 4","04","WI","WRITE-IN**","5","0.30"
"01","Aitkin","Soil and Water Supervisor District 3","3001","NP","Franklin Turnock","7030","99.58"
